LOCATION,POWER,SELF-PROTECTION,Average earth discharge density DDT [Rays/km^2-año],Maximum ground discharge density DDT [Rays/km^2-año],Burning rate  [Failures/year],Criticality according to previous study for ceramics level,Removable connectors,Type of clients,Number of users,Electric power not supplied EENS [kWh] ,Type of installation,Air network,Circuit Queue,km of network LT:,Burned transformers 2019
0,37.5,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,57,607.5,POLE,1,0,0.88881,0
0,10,1,5.259562842,11.9,0.0000,1,0,STRATUM 1,18,178.2,POLE,1,0,"151,325",0
0,10,0,5.259562842,11.9,0.0000,1,0,STRATUM 1,1,313.2,POLE,1,0,0,0
0,45,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,68,874.8,POLE WITH ANTI-FRAUD NET,1,1,0.40853,0
0,37.5,0,1.104394141,4.9,0.2500,0,1,STRATUM 1,101,607.5,POLE,1,1,0.82222,0
0,45,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,82,875.7,POLE WITH ANTI-FRAUD NET,1,0,0.34084,0
0,45,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,54,874.8,POLE WITH ANTI-FRAUD NET,1,0,0.34462,0
0,25,0,1.181623932,4,0.0000,0,0,STRATUM 1,28,637.2,POLE,1,0,0.92571,0
0,10,1,2.822097378,6.8,0.0000,0,0,STRATUM 1,43,294.3,POLE,1,1,"190,909",1
0,10,0,0.856320401,3.1,0.0000,0,0,STRATUM 1,5,226.8,POLE,1,1,0.90801,0
0,10,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,10,288.9,POLE,1,0,0.97668,0
0,5,0,1.268421053,3.2,0.0000,0,0,STRATUM 1,7,207.9,POLE,1,0,"167,948",0
0,25,0,1.539884393,4.2,0.0000,1,1,STRATUM 1,35,405,POLE,1,1,"240,259",0
0,50,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,67,955.8,POLE,1,0,0.73391,0
0,50,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,95,1225.8,POLE,1,0,0.48955,0
0,37.5,0,6.818166667,17.6,0.0000,1,1,STRATUM 1,28,607.5,POLE,1,0,"193,776",0
0,37.5,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,39,1023.3,POLE,1,0,0.58366,0
0,25,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,34,405,POLE,1,0,0.86779,0
0,10,1,4.86888454,11.7,0.5000,1,1,STRATUM 1,5,162,POLE,1,0,0.71441,0
0,37.5,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,34,688.5,POLE,1,1,0.29531,0
0,25,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,24,693.9,POLE,1,0,"110,451",0
0,10,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,13,162,POLE,1,1,0.85471,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,14,632.7,POLE,1,1,0.99941,0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,11,329.4,POLE,1,0,"14,467",0
0,10,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,13,162,POLE,1,0,"136,213",0
0,10,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,4,183.6,POLE,1,0,0.54354,0
0,15,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,18,243,POLE,1,0,"235,617",0
0,15,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,15,259.2,POLE,1,0,0.82225,0
0,30,0,1.351332603,6.1,0.0000,1,0,INDUSTRIAL,2,999,POLE,1,0,0,0
0,10,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,8,264.6,POLE,1,0,"220,518",0
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,13,977.4,POLE,1,0,"11,359",0
0,37.5,0,2.140720222,6.2,0.0000,0,0,INDUSTRIAL,1,1080,POLE,1,0,0,0
0,10,1,1.104394141,4.9,0.0000,0,0,STRATUM 1,3,199.8,POLE,1,1,0.67853,1
0,75,0,6.227631579,12.5,0.2500,0,1,STRATUM 1,98,1215,POLE,1,0,0.67244,0
0,15,0,0.321040462,1.3,0.0000,0,0,OFFICIAL,1,564.3,POLE,1,0,0,0
0,5,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,8,248.4,POLE,1,0,0.19402,0
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,5,442.8,POLE,1,0,0.40552,0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,16,550.8,POLE,1,0,"161,278",0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,19,453.6,POLE,1,0,0.54617,0
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,4,388.8,POLE,1,0,0.12337,0
0,15,0,1.033279483,3.2,0.2500,0,1,STRATUM 1,6,243,POLE,1,0,0.1458,0
0,25,0,0,0,0.2500,1,1,STRATUM 1,27,405,POLE,1,0,"143,408",0
0,25,0,2.160301508,4.9,0.0000,1,1,STRATUM 1,20,405,POLE,1,0,"135,752",1
0,25,0,0.888588008,3.6,0.0000,1,0,STRATUM 1,32,523.8,POLE,1,0,"195,162",0
0,10,1,2.160301508,4.9,0.5000,1,1,STRATUM 1,10,162,EN H,1,0,0.81833,0
0,10,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,5,183.6,POLE,1,0,0.74363,0
0,25,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,28,664.2,POLE,1,0,"13,662",0
0,25,0,1.268421053,3.2,0.0000,1,1,STRATUM 1,24,405,EN H,1,0,"19,274",0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,21,591.3,POLE,1,0,"146,938",0
0,30,1,4.14853229,8.3,0.2500,1,1,STRATUM 1,3,486,POLE,1,0,0.456,0
0,25,0,1.181623932,4,0.0000,0,0,STRATUM 1,17,674.1,POLE,1,1,"189,316",0
0,10,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,9,172.8,POLE,1,1,"169,145",0
0,15,1,2.140720222,6.2,0.5000,0,1,STRATUM 1,22,243,POLE,1,0,0.54773,0
0,10,0,2.140720222,6.2,0.0000,0,0,STRATUM 1,7,216,POLE,1,0,0.8332,0
0,37.5,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,37,691.2,POLE,1,0,"25,645",0
0,15,0,2.140720222,6.2,0.0000,0,0,STRATUM 1,20,286.2,POLE,1,0,"112,334",1
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,24,795.6,POLE,1,0,0.46847,0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,17,550.8,POLE,1,0,"139,891",0
0,5,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,7,151.2,POLE,1,0,"1,199",0
0,50,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,44,880.2,POLE,1,0,"280,956",0
0,25,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,8,469.8,POLE,1,1,"142,068",0
0,15,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,12,259.2,POLE,1,1,"111,796",0
0,10,0,5.259562842,11.9,0.5000,1,1,STRATUM 1,9,162,POLE,1,1,"118,634",0
0,15,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,8,383.4,POLE,1,0,0.59332,0
0,75,0,2.140720222,6.2,0.0000,0,0,STRATUM 1,15,1495.8,POLE,1,0,0.29894,0
0,15,0,2.140720222,6.2,0.0000,0,0,STRATUM 1,13,378,POLE,1,0,0.89502,0
0,15,1,2.140720222,6.2,0.0000,0,0,STRATUM 1,20,426.6,POLE,1,0,0.38135,1
0,37.5,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,35,812.7,POLE,1,0,0.77392,0
0,37.5,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,55,826.2,POLE,1,0,0.27704,0
0,15,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,11,313.2,POLE,1,0,"2,497",0
0,15,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,6,588.6,POLE,1,0,0.21428,0
0,5,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,2,410.4,POLE,1,0,0.26894,0
0,37.5,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,50,936.9,POLE,1,0,"314,693",0
0,25,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,27,734.4,POLE,1,0,0.39449,0
0,10,0,4.14853229,8.3,0.0000,1,0,STRATUM 1,7,483.3,POLE,1,0,"133,193",0
0,15,1,4.14853229,8.3,0.0000,1,0,STRATUM 1,38,572.4,POLE,1,0,"15,712",0
0,15,0,4.14853229,8.3,0.0000,0,0,OFFICIAL,1,750.6,POLE,1,0,0,0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,1,302.4,POLE,1,0,0,0
0,25,0,4.14853229,8.3,0.2500,0,1,STRATUM 1,26,405,POLE,1,0,0.89764,0
0,30,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,34,664.2,POLE,1,0,"188,663",0
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,4,297,POLE,1,0,0.97734,0
0,15,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,10,329.4,POLE,1,0,0.56862,0
0,37.5,0,4.601190476,6.7,0.2500,0,1,STRATUM 1,53,607.5,POLE,1,0,"143,438",0
0,10,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,7,162,POLE,1,0,0.27434,0
0,75,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,81,1409.4,POLE,1,0,0.42958,0
0,37.5,0,1.351332603,6.1,0.2500,1,1,STRATUM 1,42,607.5,POLE,1,0,"280,923",0
0,5,0,1.539884393,4.2,0.5000,1,1,STRATUM 1,1,81,POLE,1,0,0.654,0
0,37.5,0,0.426181102,2.1,0.0000,0,0,STRATUM 2,1,877.5,POLE,1,1,0.5119,0
1,45,0,1.922530864,5.2,0.0000,0,1,STRATUM 1,113,729,POLE,1,0,0.57511,0
1,112.5,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,85,1822.5,EN H,1,0,0.27051,0
1,75,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,112,1215,POLE WITH ANTI-FRAUD NET,1,0,0.94825,0
1,45,0,1.922530864,5.2,0.0000,0,1,STRATUM 1,52,729,POLE,1,0,0.25442,0
1,75,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,66,1215,POLE,1,0,0.38447,0
1,75,1,1.922530864,5.2,0.0000,0,1,STRATUM 1,2,1215,POLE,1,0,0,0
1,45,0,1.922530864,5.2,0.0000,0,1,STRATUM 1,85,729,POLE,1,0,0.27339,0
1,75,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,63,1215,POLE,1,0,0.31932,0
1,112.5,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,62,1822.5,POLE WITH ANTI-FRAUD NET,1,0,0.28315,0
0,37.5,0,3.850980392,6.1,0.0000,0,0,STRATUM 1,33,769.5,POLE,1,0,0.55685,0
0,25,0,6.818166667,17.6,0.0000,0,0,STRATUM 1,30,610.2,POLE,1,0,0.80586,0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,54,623.7,POLE,1,0,0.68785,0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,55,623.7,POLE,1,0,0.87999,0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,40,610.2,POLE,1,0,0.65573,0
0,37.5,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,37,812.7,POLE,1,0,"112,509",0
0,15,0,5.259562842,11.9,0.0000,1,0,STRATUM 1,7,302.4,POLE,1,1,"114,294",0
0,10,0,5.259562842,11.9,0.0000,1,0,STRATUM 1,2,221.4,POLE,1,0,0.55623,0
0,15,0,5.259562842,11.9,0.7500,1,1,STRATUM 1,3,243,POLE,1,0,"19,649",0
0,10,1,5.259562842,11.9,1.0000,1,1,STRATUM 1,12,162,POLE,1,0,"16,504",1
0,5,0,5.259562842,11.9,0.5000,1,1,STRATUM 1,8,81,POLE,1,0,0.81917,0
0,25,1,5.259562842,11.9,0.2500,1,1,STRATUM 1,28,405,POLE,1,1,"379,831",1
0,15,0,5.259562842,11.9,0.2500,1,1,STRATUM 1,19,243,POLE,1,1,"27,823",0
0,10,1,1.268421053,3.2,0.2500,0,1,STRATUM 1,8,162,POLE,1,1,"127,122",0
0,15,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,10,259.2,POLE,1,1,0.84464,0
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,11,318.6,POLE,1,1,"11,283",0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,23,475.2,POLE,1,1,"135,554",0
0,10,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,14,367.2,POLE,1,0,"116,726",0
0,25,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,17,866.7,POLE,1,0,"149,953",0
0,25,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,37,866.7,POLE,1,1,"199,447",0
0,25,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,15,866.7,POLE,1,0,2.9,0
0,50,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,72,1039.5,POLE,1,0,"136,509",0
0,10,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,14,264.6,POLE,1,0,"155,544",0
0,15,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,3,396.9,POLE,1,0,"19,471",0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,14,453.6,POLE,1,0,"112,079",0
0,15,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,17,291.6,POLE,1,0,0.97054,0
0,15,0,0.717021277,2.5,0.5000,1,1,STRATUM 1,16,243,POLE,1,1,"129,687",0
0,25,0,0.717021277,2.5,0.0000,1,1,STRATUM 1,22,405,POLE,1,0,"235,786",0
0,37.5,0,0.717021277,2.5,0.0000,1,1,STRATUM 1,72,607.5,POLE,1,0,"343,194",0
0,15,0,0.717021277,2.5,0.0000,1,1,STRATUM 1,13,243,POLE,1,0,"127,067",0
0,15,0,0.717021277,2.5,0.0000,1,0,STRATUM 1,4,243,POLE,1,1,0.99377,0
0,10,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,5,221.4,POLE,1,0,"125,116",0
0,15,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,13,302.4,POLE,1,0,"181,292",0
0,15,1,1.181623932,4,0.2500,0,1,STRATUM 1,20,243,POLE,1,1,0.52958,1
0,10,0,1.181623932,4,0.0000,0,0,STRATUM 1,12,210.6,POLE,1,0,0.34882,0
1,75,0,2.170157068,4.4,0.0000,0,1,STRATUM 1,102,1215,POLE,1,1,0.40227,0
0,25,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,3,475.2,POLE,1,0,0.52375,0
0,50,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,106,904.5,POLE,1,0,0.75191,0
0,37.5,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,81,664.2,POLE,1,0,0.5014,0
0,15,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,5,270,POLE,1,0,"145,918",0
0,37.5,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,69,702,POLE,1,0,0.64586,0
0,10,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,2,221.4,POLE,1,0,"112,483",0
0,10,1,0.888588008,3.6,0.0000,0,0,STRATUM 1,1,221.4,POLE,1,0,0.64454,0
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,8,399.6,POLE,1,1,"11,202",0
1,30,0,0.888588008,3.6,0.2500,0,1,COMMERCIAL,3,810,POLE,1,0,0.49409,0
0,10,0,0.717021277,2.5,0.2500,1,1,STRATUM 1,9,162,POLE,1,1,0.79024,0
0,15,0,0.717021277,2.5,0.0000,1,0,STRATUM 1,7,286.2,EN H,1,0,"122,477",0
0,25,0,0.717021277,2.5,0.0000,1,1,STRATUM 1,17,405,POLE,1,0,"174,288",0
0,25,0,1.033279483,3.2,0.2500,0,1,STRATUM 1,43,405,POLE,1,0,"191,043",0
0,37.5,0,0.321040462,1.3,0.0000,0,1,STRATUM 1,45,607.5,POLE,1,0,"127,566",0
0,37.5,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,3,761.4,POLE,1,0,0.29485,0
0,10,0,0.888588008,3.6,0.0000,0,1,STRATUM 1,8,162,POLE,1,0,"131,121",0
0,15,0,1.539884393,4.2,0.0000,0,0,STRATUM 1,6,270,POLE,1,0,0.8778,0
0,10,0,4.86888454,11.7,0.5000,1,1,STRATUM 1,3,162,POLE,1,0,"148,359",0
0,15,0,4.86888454,11.7,0.5000,1,1,STRATUM 1,10,243,POLE,1,0,"136,218",0
0,10,0,4.86888454,11.7,0.5000,1,1,STRATUM 1,13,162,POLE,1,0,0.63151,0
0,10,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,1,162,POLE,1,0,0.59017,0
0,10,1,4.86888454,11.7,0.0000,1,0,STRATUM 1,7,221.4,EN H,1,0,"112,083",0
0,5,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,5,81,POLE,1,0,0.14848,0
0,10,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,10,162,POLE,1,0,"132,848",0
0,10,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,5,162,POLE,1,0,0.96808,0
0,5,0,4.86888454,11.7,0.0000,1,1,STRATUM 1,4,81,POLE,1,0,0.55144,0
0,15,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,11,243,POLE,1,0,"164,402",0
0,5,0,4.86888454,11.7,0.7500,1,1,STRATUM 1,5,81,POLE,1,0,"143,479",0
0,10,0,4.86888454,11.7,0.7500,1,1,STRATUM 1,11,162,POLE,1,0,"15,719",0
0,37.5,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,20,1160.1,POLE,1,0,0.56756,0
0,10,0,0.321040462,1.3,0.0000,0,0,STRATUM 1,12,307.8,POLE,1,0,"165,283",0
0,15,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,8,415.8,POLE,1,0,0.72551,0
0,25,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,26,534.6,POLE,1,0,"132,133",0
0,25,0,4.86888454,11.7,0.0000,0,0,STRATUM 1,21,680.4,POLE,1,0,"123,986",0
0,10,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,25,434.7,POLE,1,0,"135,392",0
0,25,0,4.86888454,11.7,0.0000,1,0,STRATUM 1,21,677.7,POLE,1,0,0.46968,0
0,15,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,20,243,POLE,1,0,"146,685",0
0,5,0,4.86888454,11.7,0.2500,0,1,STRATUM 1,8,81,POLE,1,0,0.8876,0
0,25,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,10,486,POLE,1,1,"124,743",0
1,75,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,73,1215,POLE,1,0,0.45419,0
1,112.5,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,121,1822.5,POLE WITH ANTI-FRAUD NET,1,0,0.43188,0
1,75,0,1.922530864,5.2,0.0000,0,1,STRATUM 1,80,1215,POLE,1,0,0.37697,0
0,10,0,1.181623932,4,0.5000,0,1,STRATUM 1,8,162,POLE,1,0,0.1454,0
0,25,0,1.181623932,4,0.0000,0,0,STRATUM 1,21,518.4,POLE,1,0,"134,036",0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,18,499.5,POLE,1,0,0.68858,0
0,10,0,1.181623932,4,0.2500,0,1,STRATUM 1,4,162,POLE,1,0,0.63215,0
0,37.5,0,1.181623932,4,0.2500,0,1,STRATUM 1,55,607.5,POLE,1,0,"115,039",0
0,15,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,20,259.2,POLE,1,0,0,0
0,15,0,2.822097378,6.8,0.0000,0,0,STRATUM 1,34,275.4,POLE,1,0,0.49257,0
0,10,1,1.922530864,5.2,0.2500,0,1,STRATUM 1,12,162,EN H,1,0,"130,456",0
0,25,0,0.734042553,2.1,0.0000,0,0,STRATUM 1,15,514.8,POLE,1,0,"150,384",0
1,112.5,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,93,1822.5,EN H,1,0,0.26477,0
1,75,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,34,1215,POLE WITH ANTI-FRAUD NET,1,0,0.14101,0
0,10,0,5.259562842,11.9,0.2500,1,1,STRATUM 1,14,162,POLE,1,0,"148,794",0
0,25,0,1.104394141,4.9,0.0000,0,0,STRATUM 1,18,502.2,POLE,1,0,0.66995,0
0,25,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,20,523.8,POLE,1,0,0.97801,0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,7,361.8,POLE,1,1,0.69888,0
0,5,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,3,135,POLE,1,0,"115,505",0
0,10,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,4,216,POLE,1,0,0.50052,0
0,50,0,6.227631579,12.5,0.0000,0,0,STRATUM 1,62,865.8,POLE,1,0,0.35626,0
0,15,0,4.14853229,8.3,0.0000,0,0,STRATUM 1,2,270,POLE,1,1,0.43075,0
1,75,0,3.108256881,5.6,0.0000,0,1,STRATUM 2,81,1215,POLE,1,0,0.22041,0
1,112.5,0,1.922530864,5.2,0.0000,0,1,STRATUM 2,131,1822.5,EN H,1,1,0.54706,0
1,112.5,0,1.922530864,5.2,0.0000,0,1,STRATUM 1,86,1822.5,POLE,1,1,0.44503,0
0,10,0,1.181623932,4,0.0000,0,0,STRATUM 1,7,237.6,POLE,1,1,0.74016,0
0,15,0,1.268421053,3.2,0.0000,1,1,STRATUM 1,15,243,POLE,1,0,"141,333",0
0,25,0,1.268421053,3.2,0.0000,1,0,STRATUM 1,30,459,POLE,1,0,"24,605",0
0,10,0,1.268421053,3.2,0.0000,1,1,STRATUM 1,22,162,POLE,1,0,0.96,0
0,15,0,1.268421053,3.2,0.0000,1,1,STRATUM 1,12,243,EN H,1,0,"11,311",0
0,25,0,1.268421053,3.2,0.0000,1,1,STRATUM 1,24,405,POLE,1,0,0.44158,0
0,25,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,17,405,POLE,1,1,"133,052",0
0,15,0,0.717021277,2.5,0.0000,0,0,STRATUM 1,12,432,POLE,1,1,"19,185",0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,5,216,POLE,1,0,"12,611",0
0,10,0,0.426181102,2.1,0.5000,0,1,STRATUM 1,4,162,POLE,1,0,0.65292,0
0,37.5,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,21,815.4,POLE,1,0,"12,655",0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,8,194.4,POLE,1,0,"141,726",0
0,15,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,7,450.9,POLE,1,0,"183,235",0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,3,194.4,POLE,1,0,"152,367",0
0,10,0,0.426181102,2.1,0.0000,0,0,STRATUM 1,9,369.9,POLE,1,0,0.63693,0
0,25,0,1.351332603,6.1,0.0000,1,1,STRATUM 1,38,405,POLE,1,0,"272,974",1
0,75,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,39,1798.2,POLE WITH ANTI-FRAUD NET,1,0,0.14604,0
0,37.5,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,35,1160.1,POLE,1,0,"116,368",0
1,75,0,0.645050215,2.4,0.0000,0,1,STRATUM 1,79,1215,POLE,1,0,0.31873,0
1,37.5,0,0.645050215,2.4,0.0000,0,1,STRATUM 1,81,607.5,POLE,1,0,0.59271,0
1,112.5,0,0.645050215,2.4,0.0000,0,1,STRATUM 1,128,1822.5,POLE,1,0,0.90102,0
0,25,0,1.922530864,5.2,0.0000,0,0,STRATUM 1,1,464.4,POLE,1,1,0,0
0,15,0,1.104394141,4.9,0.2500,0,1,STRATUM 1,18,243,POLE,1,0,0.9941,0
0,15,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,1,469.8,POLE,1,0,0.33966,0
0,15,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,4,469.8,POLE,1,0,"16,548",0
0,15,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,11,469.8,POLE,1,0,0.51494,0
0,15,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,15,469.8,POLE,1,0,"129,445",0
0,15,0,0.888588008,3.6,0.2500,0,1,STRATUM 1,16,243,POLE,1,0,0.76681,0
0,15,0,0.888588008,3.6,0.0000,0,0,STRATUM 1,11,469.8,POLE,1,0,0.88046,0
0,10,0,1.033279483,3.2,0.0000,0,0,STRATUM 1,9,221.4,POLE,1,0,0.32261,0
0,25,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,13,739.8,POLE,1,0,"156,641",0
0,10,0,1.039696312,4.3,0.0000,0,0,STRATUM 1,3,496.8,POLE,1,0,0.90144,0
1,37.5,0,0,0,0.0000,0,1,STRATUM 1,59,607.5,POLE,1,0,"19,637",0
0,10,0,1.2875,2.5,0.0000,0,0,STRATUM 1,4,366.3,POLE,1,1,0.53919,0
0,15,0,1.2875,2.5,0.2500,0,1,STRATUM 1,13,243,POLE,1,0,"159,181",0
0,5,0,2.160301508,4.9,0.5000,1,1,STRATUM 1,1,81,POLE,1,0,"14,847",0
0,25,1,3.425714286,5.3,0.2500,0,1,STRATUM 1,20,405,POLE,1,0,"162,496",0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,25,324,POLE,1,0,"171,281",0
0,10,0,1.181623932,4,0.0000,0,0,STRATUM 1,12,270,POLE,1,0,0.29043,0
0,15,0,1.181623932,4,0.2500,0,1,STRATUM 1,32,243,POLE,1,0,"2,912",0
0,15,0,1.181623932,4,0.0000,0,0,STRATUM 1,24,297,POLE,1,0,"13,504",0
0,25,0,5.259562842,11.9,0.0000,1,1,STRATUM 1,15,405,POLE,1,0,"155,733",0
0,10,1,1.268421053,3.2,0.2500,0,1,STRATUM 1,4,162,POLE,1,1,"171,326",0
0,5,0,4.86888454,11.7,0.2500,1,1,STRATUM 1,2,81,POLE,1,1,"125,545",0
0,10,0,5.259562842,11.9,0.0000,1,0,STRATUM 1,4,205.2,POLE,1,1,0.81337,0
0,15,0,0.717021277,2.5,0.0000,1,1,STRATUM 1,12,243,POLE,1,1,0.62346,0
0,37.5,0,4.14853229,8.3,0.0000,1,1,STRATUM 1,36,607.5,POLE,1,0,"296,993",0
0,10,0,1.351332603,6.1,0.2500,1,1,STRATUM 1,10,162,POLE,1,1,0.75447,0
0,25,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,17,648,POLE,1,0,0.55451,0
0,25,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,10,550.8,POLE,1,0,0.24212,0
0,25,0,1.2875,2.5,0.0000,0,0,STRATUM 1,14,448.2,POLE,1,1,"15,434",0
0,5,1,1.2875,2.5,0.2500,0,1,STRATUM 1,8,81,POLE,1,0,0.34016,0
0,10,0,1.2875,2.5,0.0000,0,0,STRATUM 1,24,178.2,POLE,1,0,"146,385",0
0,10,0,1.351332603,6.1,0.0000,1,0,STRATUM 1,24,226.8,POLE,1,0,"29,893",0
0,15,0,1.539884393,4.2,0.0000,1,1,STRATUM 1,21,243,POLE,1,0,"11,436",0
0,15,0,1.539884393,4.2,0.0000,1,1,STRATUM 1,13,243,POLE,1,0,0.62502,0
0,37.5,0,1.539884393,4.2,0.0000,1,1,STRATUM 1,37,607.5,POLE,1,0,"149,199",0
0,10,0,1.539884393,4.2,0.5000,1,1,STRATUM 1,3,162,POLE,1,0,0.20256,0
0,37.5,0,1.539884393,4.2,0.0000,1,0,STRATUM 1,35,753.3,POLE,1,0,"264,917",0
0,25,0,1.539884393,4.2,0.0000,1,1,STRATUM 1,10,405,POLE,1,0,0.47706,0
